job_title,company_title,salary,location,posting_date,expiration_date,industry,job_type,exp,position,detailed_welfare,age,sex,edu_level,job_tags
GIÁM ĐỐC/PHÓ GIÁM ĐỐC CHI NHÁNH NHA TRANG,VDSC - Công ty CP Chứng khoán Rồng Việt,Lương: Cạnh tranh,Khánh Hòa,21-06-2023,21/07/2023,Ngân hàng | Chứng khoán | Tài chính / Đầu tư,Nhân viên chính thức,2 - 5 Năm,Giám đốc ,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ", Director
[TAM SON] HCM - Visual Merchandiser,Openasia Group,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,20/07/2023,Bán hàng / Kinh doanh | Bán lẻ / Bán sỉ | Dịch vụ khách hàng,Nhân viên chính thức,Trên 3 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",,,bán hàng | sales | thời trang | bán lẻ | cửa hàng | xa xỉ | fashion | luxury | túi xách | đồ da | giày | visual merchandise | VM
Finance Director Assistant (Egaming),Wynn's Sài Gòn,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,,,,,,,,,,
Nhân viên Marketing,Công ty Cổ Phần Sản Xuất Hàng Tiêu Dùng Bình Tân,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,15/08/2023,Tiếp thị / Marketing | Tiếp thị trực tuyến | Quảng cáo / Đối ngoại / Truyền Thông,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                        Trên 20
                 
	",," Bằng cấp:
                Cao đẳng
         ", Marketing Executive |  Marketer |  Chuyên viên Marketing |  Nhân viên phòng marketing xuất nhập khẩu |  Marketing Training |  Marketing PR Executive
Nhân viên kỹ thuật sữa chữa,Công ty CP Thành Thành Công - Biên Hòa,Lương: Cạnh tranh,Nghệ An | Tây Ninh | Cần Thơ,21-06-2023,09/08/2023,Cơ khí / Ô tô / Tự động hóa,Nhân viên chính thức,1 - 2 Năm,Nhân viên,," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Trung cấp
         ",
Nhân Viên Kế Toán Nội Bộ,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ HỮU PHONG,Lương: 12 Tr - 18 Tr VND,Hà Nội | Đà Nẵng | Hồ Chí Minh,21-06-2023,21/07/2023,Kế toán / Kiểm toán | Hành chính / Thư ký,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Xe đưa đón | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                        22 - 35
                 
	"," Giới tính:
         Nữ  "," Bằng cấp:
                Cao đẳng
         ",
NHÂN VIÊN KINH DOANH ĐỒ TRANG TRÍ NỘI THẤT- ĐỒ DA,CDC HOME DESIGN CENTER - CÔNG TY TNHH MỘT THÀNH VIÊN  CAO ĐÔNG,Lương: 6 Tr - 7 Tr VND,Hồ Chí Minh,21-06-2023,09/05/2023,Bán lẻ / Bán sỉ | Bán hàng / Kinh doanh | Nội ngoại thất,Nhân viên chính thức,Lên đến 1Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                        Trên 20
                 
	",,,
TRƯỞNG NGÀNH HÀNG GẠCH/ THIẾT BỊ VỆ SINH/ SƠN – THIẾT BỊ CÔNG CỤ,CÔNG TY CỔ PHẦN TẬP ĐOÀN HOA SEN,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,,,,,,,,,,
Chuyên viên Thiết Kế  (Thiết Kế Điện),Công Ty TNHH Mabuchi Motor Việt Nam,Lương: Cạnh tranh,Đồng Nai,21-06-2023,,Cơ khí / Ô tô / Tự động hóa | Điện / Điện tử / Điện lạnh,Nhân viên chính thức,Nhân viên,31/08/2023,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Xe đưa đón | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                        22 - 38
                 
	"," Giới tính:
         Nam
         "," Bằng cấp:
                Đại học
         ",
Kế toán Tổng hợp (Liễu Giai - Hà Nội),CÔNG TY CỔ PHẦN TẬP ĐOÀN HASCO,Lương: 12 Tr - 18 Tr VND,Hà Nội,21-06-2023,28/07/2023,Kế toán / Kiểm toán | Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,3 - 15 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        24 - 38
                 
	"," Giới tính:
         Nữ  "," Bằng cấp:
                Đại học
         ",Kế toán Tổng hợp Liễu Giai - Hà Nội |  General Accountant
Sales Support Internship (Hà Nội),CareerBuilder.,"Lương: 3,8 Tr - 4 Tr VND",Hà Nội,21-06-2023,,,,,,Đào tạo,,,,
Chuyên Viên Kinh Doanh  (Hà Nội),CareerBuilder,Lương: Cạnh tranh,Hà Nội,21-06-2023,,,,,,,,,,
Nhân viên Logistics hàng nhập khẩu,Công ty Cổ Phần Dệt May Đông Khánh,Lương: Trên 12 Tr VND,Hồ Chí Minh,21-06-2023,21/07/2023,Vận chuyển / Giao nhận /  Kho vận | Xuất nhập khẩu | Dệt may / Da giày / Thời trang,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ", Nhân viên giao nhận |  Nhân viên giao hàng |  Delivery man |  Logistic officer |  Logistic executive |  Logistic staff |  Nhân viên phòng giao nhận |  hàng tại cảng |  Phụ trách giao nhận
"Shipping Supervisor (Làm ca đêm/ Dầu Giây, Đồng Nai)",Techtronic Industries Vietnam (TTI),Lương: Cạnh tranh,Đồng Nai,21-06-2023,,,,,,,,,,Shipping Supervisor | Shipping Supervisor Làm ca đêm/ Dầu Giây Đồng Nai | Export | import
Kế Toán Quản trị,Tập Đoàn Kim Tín,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,,Kế toán / Kiểm toán | Tài chính / Đầu tư,Nhân viên chính thức,Nhân viên,01/08/2023,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Xe đưa đón | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Management Accountant | kiêm kế toán tổng hợp | nội bộ
Trưởng phòng Truyền thông nội bộ,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ ĐẦU TƯ 3T,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,20/07/2023,Dược phẩm | Y tế / Chăm sóc sức khỏe | Dịch vụ khách hàng,Nhân viên chính thức,3 - 5 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        28 - 38
                 
	",," Bằng cấp:
                Đại học
         ", Head of Office
KẾ TOÁN THANH TOÁN,"CÔNG TY CỔ PHẦN SẢN XUẤT, THƯƠNG MẠI VÀ DỊCH VỤ PHÚC THỊNH",Lương: 8 Tr - 10 Tr VND,Hà Nội,21-06-2023,10/07/2023,Kế toán / Kiểm toán | Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ", Payment accountant |  Account Payable Accountant |  AP Executive |  AP Officer |  AP Specialist |  Nhân viên kế toán thanh toán |  Kế toán tiền lương |  Kế toán tiền mặt |  Kế toán viên |  Kế toán thu chi
[Quận 10] Chuyên Viên Tư Vấn Tài Chính - Kênh Liên Doanh Ngân Hàng BIDV,BIDV Metlife Life Insurance LLC,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,21/03/2023,Tư vấn | Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,1 - 3 Năm,Nhân viên,Du Lịch | Phụ cấp | Du lịch nước ngoài | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Phụ cấp thâm niên," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ",Nhân viên tư vấn |  Tư vấn viên |  Bảo hiểm |  Ngân hàng |  Tư vấn |  Chăm sóc khách hàng |  Bất động sản |  Nhân viên kinh doanh |  Việc làm Hồ Chí Minh
ABAP DEVELOPER,Công Ty CP Tập Đoàn Tân Long,Lương: 35 Tr - 50 Tr VND,Hồ Chí Minh,21-06-2023,21/06/2023,CNTT - Phần mềm,Nhân viên chính thức,2 - 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",,, lập trình
QE Engineer,Techtronic Industries Vietnam (TTI),Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,31/07/2023,Cơ khí / Ô tô / Tự động hóa | Hóa học | Quản lý chất lượng (QA/QC),Nhân viên chính thức,2 - 5 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Xe đưa đón | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                        18 - 35
                 
	",," Bằng cấp:
                Cao đẳng
         ",Quality Engineer | QA | CQE | QE Engineer
Nhân viên HSSE - Long An,Tập Đoàn Kim Tín,Lương: Cạnh tranh,Long An,21-06-2023,01/08/2023,An toàn lao động | Hành chính / Thư ký | Quản lý chất lượng (QA/QC),Nhân viên chính thức,2 - 5 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Xe đưa đón | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	",,,Nhân viên HSSE | Nhân viên HSSE - Long An
Chuyên Viên Tiền Lương Và Phúc Lợi,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN STAREAL,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,31/07/2023,Nhân sự | Bất động sản | Xây dựng,Nhân viên chính thức,3 - 5 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ",
Trưởng Nhóm Sales Online/ Telesales (Telesales Leader) - Thu Nhập Hấp Dẫn,"CÔNG TY CỔ PHẦN SẢN XUẤT, THƯƠNG MẠI VÀ DỊCH VỤ PHÚC THỊNH",Lương: 8 Tr - 10 Tr VND,Hà Nội,21-06-2023,10/07/2023,Bán hàng / Kinh doanh | Tư vấn | Thực phẩm & Đồ uống,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",,,Trưởng Nhóm Sales Online/ Telesales Telesales Leader - Thu Nhập Hấp Dẫn |  Nhân viên kinh doanh qua điện thoại |  Nhân viên bán hàng qua điện thoại |  Telesales Manager |  telesales leader |  sales online |  sales  |  Telesales
Khối CNTT & NHĐT_Backend  Developer (Java),Ngân hàng TMCP Phát triển TP.HCM (HDBank),"Lương: 19,8 Tr - 26,4 Tr VND",Hồ Chí Minh,21-06-2023,31/08/2023,Ngân hàng | Tài chính / Đầu tư | CNTT - Phần mềm,Nhân viên chính thức,2 - 5 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                        25 - 35
                 
	",," Bằng cấp:
                Đại học
         ",Khối CNTT & NHĐT_Backend  Developer Java |  Java Developer |  JavaScript
Inspector (Textile Garment/ Footwears),Cty SGS Việt Nam TNHH ,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,19/06/2023,Hóa học | Dệt may / Da giày / Thời trang | Quản lý chất lượng (QA/QC),Nhân viên chính thức,2 - 5 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ",
Trưởng Bộ phận Tuyển dụng và Đào tạo,Công ty TNHH Dịch vụ và Thương Mại Tân Nam Chinh,Lương: 17 Tr - 20 Tr VND,Hồ Chí Minh,21-06-2023,21/06/2023,Giáo dục / Đào tạo | Hành chính / Thư ký | Xuất nhập khẩu,Nhân viên chính thức,5 - 10 Năm,Trưởng nhóm / Giám sát,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        30 - 40
                 
	",," Bằng cấp:
                Đại học
         ",
[Bến Lức] Chuyên Viên Khách Hàng Cá Nhân,ABBANK - Ngân Hàng TMCP An Bình,Lương: Cạnh tranh,Long An,21-06-2023,21/07/2023,Bán hàng / Kinh doanh | Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,Chưa có kinh nghiệm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ",
[Liobank] Chuyên Viên Phân Phối Thẻ - (Card Distribution Specialist),Ngân Hàng TMCP Phương Đông - OCB,Lương: 8 Tr - 10 Tr VND,Hải Phòng | Bình Dương | Cần Thơ,21-06-2023,20/07/2023,Vận chuyển / Giao nhận /  Kho vận,Nhân viên chính thức,1 - 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Trung học
         ",[Liobank] Nhân Viên Giao Nhận Thẻ Tín Dụng - Card Distribution Specialist
Kế toán thuế,Công ty TNHH BBQ Việt Nam,Lương: 9 Tr - 10 Tr VND,Hà Nội,21-06-2023,21/07/2023,Kế toán / Kiểm toán | Tài chính / Đầu tư | Nhà hàng / Khách sạn,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                        24 - 32
                 
	",," Bằng cấp:
                Cao đẳng
         ",
NHÂN VIÊN KẾ TOÁN,Daewon Textile Vietnam,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,21/07/2023,Kế toán / Kiểm toán | Dệt may / Da giày / Thời trang,Nhân viên chính thức,Trên 5 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	"," Giới tính:
         Nữ  "," Bằng cấp:
                Cao đẳng
         ", Accountant
Chuyên viên C&B ( Có xe đưa rước từ TPHCM),Công ty Gốm Sứ Minh Long,Lương: Cạnh tranh,Bình Dương | Hồ Chí Minh,21-06-2023,20/07/2023,Nhân sự,Nhân viên chính thức,5 - 7 Năm,Trưởng nhóm / Giám sát,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",C&B Specialist |  C&B Supervisor |  Total Rewards
Chuyên Viên Kiểm Soát Tài Chính / Finance Controller Executive,CÔNG TY TNHH NƯỚC GIẢI KHÁT TÂN ĐÔ,Lương: Cạnh tranh,Hà Nội,21-06-2023,,Luật / Pháp lý | Kế toán / Kiểm toán | Tài chính / Đầu tư,Nhân viên chính thức,Nhân viên,21/07/2023,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ", Finance Controller |  Financial Controller |  Chuyên viên hoạch định tài chính |  Production Finance controller |  Finance Controller Production & Supply |  Supply Financial Controller
Sales Executive/Sup (Đại diện hãng) - Kinh Nghiệm Hàng Không,CÔNG TY TNHH DỊCH VỤ HÀNG KHÔNG HƯƠNG GIANG,Lương: 14 Tr - 20 Tr VND,Hồ Chí Minh,21-06-2023,23/07/2023,Bán hàng / Kinh doanh,Nhân viên chính thức,2 - 4 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                        22 - 35
                 
	"," Giới tính:
         Nam
         ",,Sales Executive/Sup Đại diện hãng - Kinh Nghiệm Hàng Không |  Sales Supervisor |  Nhân viên kinh doanh |  Chuyên viên kinh doanh |  Quản lý kinh doanh |  Nhân viên bán hàng |  Chuyên viên bán hàng |  Sales Representative |  Senior Sales Representative |  Đại diện kinh doanh |  Chuyên viên kinh doanh đại diện hãng hàng không |  Giám sát kinh doanh
