job_title,company_title,salary,location,posting_date,expiration_date,industry,job_type,exp,position,detailed_welfare,age,sex,edu_level,job_tags
94988 - Procurement Staff - Manufacturing,"RGF HR Agent Vietnam Co., LTD",Lương: 20 Tr - 30 Tr VND,Hà Nội,22-06-2023,15/07/2023,Sản xuất / Vận hành sản xuất | Thu mua / Vật tư,Nhân viên chính thức,Trên 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        24 - 35
                 
	",," Bằng cấp:
                Đại học
         ",- Procurement Staff - Manufacturing |  Procurement Assistant |  Procurement Officer |  Cán bộ hành chính/mua sắm/nhân sự |  PROCUREMENT / BUYER |  Procurement |  Cán bộ mua sắm |  Nhân Viên Thu Mua |  Buyer |  Purchaser
Quản Lý Dự Án Kinh Doanh Online & Foodbike,Công Ty Cổ Phần One Capital Hospitality,Lương: Cạnh tranh,Hà Nội,22-06-2023,15/07/2023,Tiếp thị / Marketing | Bán hàng / Kinh doanh | Thực phẩm & Đồ uống,Nhân viên chính thức,Trên 3 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	"," Giới tính:
         Nam
         "," Bằng cấp:
                Đại học
         ",QUẢN LÝ KINH DOANH THƯƠNG MẠI ĐIỆN TỬ |  B2B |  B2C |  C2C |  bán hàng online |  shop online |  sale online |  mua bán online |  tiếp thị online |  kinh doanh online |  kinh doanh trực tuyến
Giám Sát Huy Động Vốn,Tập Đoàn Đất Xanh,Lương: Cạnh tranh,Hồ Chí Minh,22-06-2023,,,,,,,,,,
CHUYÊN VIÊN MUA HÀNG (NGÀNH THỰC PHẨM),"Công ty TNHH sản xuất, dịch vụ và thương mại An Tâm",Lương: 12 Tr - 15 Tr VND,Hà Nội,22-06-2023,06/07/2023,Thực phẩm & Đồ uống | Nhà hàng / Khách sạn | Thu mua / Vật tư,Nhân viên chính thức,2 - 5 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                        25 - 35
                 
	",," Bằng cấp:
                Cao đẳng
         ",Nhân viên thu mua |  Nhân viên phòng mua hàng |  Quản lý thu mua |  mua hàng thực phẩm
NHÂN VIÊN KINH DOANH PHÁT TRIỂN THỊ TRƯỜNG HỒ CHÍ MINH,CÔNG TY CỔ PHẦN SƠN NISHU - CHI NHÁNH HÀ NỘI,Lương: 8 Tr - 20 Tr VND,Hồ Chí Minh,22-06-2023,31/08/2023,Tiếp thị / Marketing | Bán hàng / Kinh doanh | Nội ngoại thất,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        20 - 40
                 
	",,, Đại diện kinh doanh |  Nhân viên phòng kinh doanh |  Nhân viên bán hàng |  Đại diện bán hàng |  Telesales |  Salesman |  Sales Engineer |  Sales Executive |  Chuyên Viên Kinh Doanh |  Sales Dept |  nhân viên kinh doanh ngành sơn
Sample Room Development Manager,Công Ty TNHH Bodynits Tiền Giang,"Lương: 52,8 Tr - 61,6 Tr VND",Tiền Giang | Hồ Chí Minh,22-06-2023,16/06/2023,Quản lý điều hành | Sản xuất / Vận hành sản xuất | Dệt may / Da giày / Thời trang,Nhân viên chính thức,3 - 10 Năm,Quản lý,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Xe đưa đón | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                        25 - 46
                 
	",," Bằng cấp:
                Trung cấp
         ",
Nhân Viên Kế Toán Bán Hàng ( CTV 6 tháng ),Công Ty Cổ Phần Mỹ Phẩm Sài Gòn,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,15/07/2023,Hành chính / Thư ký | Kế toán / Kiểm toán | Tài chính / Đầu tư,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Trung cấp
         ",Nhân Viên Kế Toán Thanh Toán T | Nhân Viên Kế Toán Thanh Toán | Kế toán thanh toán | Payment accountant | Nhân Viên Kế Toán Bán Hàng | Nhân viên kế toán | Kế toán viên | Accountant | Junior Accountant | Kế toán nhà máy
[INHOS] - PHOTOGRAPHER/ NHÂN VIÊN CHỤP ẢNH,Công Ty Cổ Phần In Holdings,Lương: 10 Tr - 11 Tr VND,Hồ Chí Minh,21-06-2023,22/07/2023,Giải trí | Nhà hàng / Khách sạn | Tổ chức sự kiện,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Trung học
         ",[INHOS] - N | [INHOS] - PHOTOGRAPHER | [INHOS] - PHOTOGRAPHER/ NHÂN VIÊN CHỤP ẢNH
Quản Lý Dự Án,CÔNG TY CỔ PHẦN LUXZEN,Lương: 15 Tr - 18 Tr VND,Hà Nội,21-06-2023,21/07/2023,Xây dựng | Nội ngoại thất | Quản lý điều hành,Nhân viên chính thức,Trên 2 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ", xây dựng |  nội ngoại thất
"QUẢN LÝ SẢN XUẤT, CHẤT LƯỢNG TRANG THIẾT BỊ, VẬT TƯ Y TẾ",BỆNH VIỆN ĐA KHOA QUỐC TẾ S.I.S CẦN THƠ-CN CÔNG TY TNHH ĐẦU TƯ Y TẾ VIỆT CƯỜNG,Lương: 12 Tr - 30 Tr VND,Cần Thơ,21-06-2023,31/07/2023,Y tế / Chăm sóc sức khỏe | Sản xuất / Vận hành sản xuất | Quản lý chất lượng (QA/QC),Nhân viên chính thức,3 - 15 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm," Độ tuổi:
                        28 - 45
                 
	",," Bằng cấp:
                Đại học
         ",
Thiết Kế Nội Thất,CÔNG TY CỔ PHẦN LUXZEN,Lương: 12 Tr - 15 Tr VND,Hà Nội,21-06-2023,,Xây dựng | Nội ngoại thất | Mỹ thuật / Nghệ thuật / Thiết kế,Nhân viên chính thức,Nhân viên,21/07/2023,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",,, Thiết kế mỹ thuật
GIẢNG VIÊN NGÀNH CÔNG NGHỆ TÀI CHÍNH,TRƯỜNG ĐẠI HỌC KINH TẾ - TÀI CHÍNH TP.HCM,Lương: 10 Tr - 30 Tr VND,Hồ Chí Minh,22-06-2023,09/07/2023,Giáo dục / Đào tạo | Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Sau đại học
         ", Giáo viên |  Giáo sư |  Teacher |  Lecturer |  Giáo viên thỉnh giảng
Trưởng Phòng Thiết Kế Nội Thất,CÔNG TY CỔ PHẦN UNIQUE DESIGN,Lương: 15 Tr - 30 Tr VND,Hồ Chí Minh,21-06-2023,,,,,,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương,,,,
Kiến Trúc Sư,CÔNG TY CỔ PHẦN UNIQUE DESIGN,Lương: 10 Tr - 20 Tr VND,Hồ Chí Minh,21-06-2023,21/07/2023,Kiến trúc | Xây dựng | Nội ngoại thất,Nhân viên chính thức,Trên 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        Trên 25
                 
	",," Bằng cấp:
                Cao đẳng
         ", Nhân viên thiết kế kiến trúc |  Structural Drafter |  Architectural Drafter |  Architect |  họa viên kiến trúc |  Civil Engineer |  CADDDESIGNER |  DRAFTSMAN |  Site Engineer |  Architectural
TUYỂN NHÂN VIÊN KINH DOANH CHUYÊN THUÊ/CHUYỂN NHƯỢNG CHUNG CƯ  ***LƯƠNG CỨNG 6TR,CÔNG TY TNHH TƯ VẤN DỊCH VỤ BẤT ĐỘNG SẢN ĐỨC HƯNG LAND,Lương: 6 Tr - 30 Tr VND,Hồ Chí Minh,22-06-2023,,Bán hàng / Kinh doanh | Tư vấn | Bất động sản,Nhân viên chính thức,Nhân viên,31/08/2023,Laptop | Chế độ bảo hiểm | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        18 - 28
                 
	",," Bằng cấp:
                Trung cấp
         ",TUYỂN NHÂN VIÊN KINH DOANH/CHUYÊN THUÊ/CHUYỂN NHƯỢNG CHUNG CƯ  ***LƯƠNG CỨNG TR |  Đại diện kinh doanh |  Nhân viên phòng kinh doanh |  Nhân viên bán hàng |  Đại diện bán hàng |  Telesales |  Salesman |  Sales Engineer |  Sales Executive |  Chuyên Viên Kinh Doanh |  Sales Dept
Trưởng Phòng Kế Hoạch (Mảng Thời Trang),CÔNG TY TNHH MỐI SỈ,Lương: Cạnh tranh,Hồ Chí Minh,22-06-2023,16/07/2023,Dệt may / Da giày / Thời trang | Thu mua / Vật tư | Quản lý điều hành,Nhân viên chính thức,3 - 5 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                        28 - 45
                 
	",," Bằng cấp:
                Cao đẳng
         ",Trưởng Phòng Kế Hoạch Mảng Thời Trang |  Head of Office |  trưởng phòng kế hoạch |  trưởng phòng thu mua |  kế hoạch |  thu mua |  thời trang |  quần áo |  vải |  may mặc |  dệt may
[INHOLD] - CHUYÊN VIÊN PHÁP LÝ,Công Ty Cổ Phần In Holdings,Lương: 13 Tr - 16 Tr VND,Hồ Chí Minh,21-06-2023,22/07/2023,Luật / Pháp lý | Nhà hàng / Khách sạn,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ",
95095 - Korean Required ‐ Sales Assistant Manager - Machinery,"RGF HR Agent Vietnam Co., LTD",Lương: Cạnh tranh,Hồ Chí Minh | Hà Nội,22-06-2023,08/07/2023,Bán hàng / Kinh doanh,Nhân viên chính thức,3 - 6 Năm,Trưởng nhóm / Giám sát,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        28 - 45
                 
	",," Bằng cấp:
                Đại học
         ",- Korean Required ‐ Sales Assistant Manager - Machinery |  Trợ lý giám đốc |  Assistant Director
Pricing Analyst,Công Ty CP Dược Phẩm Pharmacity,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,21/07/2023,Bán lẻ / Bán sỉ | Tài chính / Đầu tư,Nhân viên chính thức,2 - 5 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",pricing analyst |  financial analyst
Chuyên viên Tập sự Khách hàng Cá nhân - MB Nam Đà Nẵng,Ngân Hàng TMCP Quân Đội,Lương: 5 Tr - 15 Tr VND,Quảng Nam,21-06-2023,,Ngân hàng | Tư vấn | Tài chính / Đầu tư,Nhân viên chính thức,Nhân viên,15/07/2023,Chế độ thưởng | Đào tạo," Độ tuổi:
                Không giới hạn tuổi
         
	",,,Chuyên viên Tập sự Khách hàng Cá nhân - MB Hội An | Chuyên viên Tập sự Khách hàng Cá nhân - MB Nam Đà Nẵng
Nhân viên Tư vấn tuyển sinh Telesales,Globish Academia,Lương: 7 Tr - 30 Tr VND,Hồ Chí Minh,21-06-2023,27/06/2023,Giáo dục / Đào tạo,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                        22 - 30
                 
	",,, Nhân viên tuyển sinh |  Admissions counselor
Chuyên viên UB (Chuyên viên Tư vấn) - CN. Vĩnh Long,Ngân Hàng TMCP Quân Đội,Lương: 8 Tr - 15 Tr VND,Vĩnh Long,22-06-2023,10/07/2023,Dịch vụ khách hàng | Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,Lên đến 1Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",Chuyên viên Tư vấn | Tư vấn | Khách hàng ưu tiên | Chuyên viên UB | Chuyên viên UB Chuyên viên Tư vấn - CN. Trà Vinh | Chuyên viên UB Chuyên viên Tư vấn - CN. Bảo Lộc PGD. Di Linh | Chuyên viên UB Chuyên viên Tư vấn - CN. Tây Đô | Chuyên viên UB Chuyên viên Tư vấn - CN. Lài Cai Sa Pa | Chuyên viên UB Chuyên viên Tư vấn - PGD. Hồng Ngự Đồng Tháp | Chuyên viên UB Chuyên viên Tư vấn - CN. Quảng Nam
Intern Customer Service,HIBOX,"Lương: 3,5 Tr - 7 Tr VND",Hồ Chí Minh,21-06-2023,,Tư vấn | Dịch vụ khách hàng | Mới tốt nghiệp / Thực tập,Nhân viên chính thức,Sinh viên/ Thực tập sinh,21/07/2023,," Độ tuổi:
                Không giới hạn tuổi
         
	"," Giới tính:
         Nữ  ",,Intern Customer Support
Nhân Viên Kho - Nhập Liệu (Warehouse Data),Wipro Consumer Care Vietnam,Lương: Cạnh tranh,Bình Dương,21-06-2023,20/07/2023,Kế toán / Kiểm toán | Vận chuyển / Giao nhận /  Kho vận,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ",Nhân Viên Kho - Nhập Liệu Warehouse Data | Data Clerk | Nhân viên Kho
Sales Manager,CÔNG TY CỔ PHẦN DASS,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,21/07/2023,Tiếp thị / Marketing | Bán hàng / Kinh doanh | Tiếp thị trực tuyến,Nhân viên chính thức,3 - 5 Năm,Quản lý,Laptop | Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                        28 - 35
                 
	",," Bằng cấp:
                Đại học
         ", Giám đốc kinh doanh |  Sales Director |  Giám đốc kinh doanh khu vực |  Giám đốc kinh doanh vùng |  Sales Section Manager |  Sales Force Manager
Chuyên viên Khách hàng Doanh nghiệp (SME) - MB Lào Cai,Ngân Hàng TMCP Quân Đội,Lương: Cạnh tranh,Lào Cai,21-06-2023,16/07/2023,Ngân hàng | Tài chính / Đầu tư,Nhân viên chính thức,1 - 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Du lịch nước ngoài | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",KHDN | SME | QHKHDN | Tài chính ngân hàng | tài chính | ngân hàng | Quan hệ khách hàng | Khách hàng doanh nghiệp | Vừa và nhỏ | DVKH | Dịch vụ khách hàng | chăm sóc khách hàng | Chuyên viên Khách hàng doanh nghiệp | lào Cai | LC
Giám sát công trình,Công ty cổ phần Tao Ngộ,Lương: 12 Tr - 15 Tr VND,Hồ Chí Minh,21-06-2023,21/07/2023,Kiến trúc | Xây dựng | Nội ngoại thất,Nhân viên chính thức,1 - 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        24 - 35
                 
	"," Giới tính:
         Nam
         ",, Giám sát thi công
BIM Engineer,DBI - Design Build International,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,21/07/2023,Xây dựng,Nhân viên chính thức,Trên 4 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",
Chuyên Viên Trực Tổng Đài - Hỗ Trợ Cửa Hàng (HĐ 6 Tháng),Công Ty CP Dược Phẩm Pharmacity,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,20/07/2023,Dược phẩm | Tư vấn | Dịch vụ khách hàng,Thời vụ/ Nghề tự do,1 - 2 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Đồng phục | Đào tạo | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ",
Chuyên Viên SEO,Công ty CP Đầu Tư TM và Phát Triển Công Nghệ FSI,Lương: 12 Tr - 18 Tr VND,Hà Nội,21-06-2023,31/07/2023,CNTT - Phần mềm | CNTT - Phần cứng / Mạng,Nhân viên chính thức,1 - 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",,, Service Marketing Specialist |  Marketing Officer |  Premium Mass Marketing |  Marketing Scientist |  Nhân viên đồ họa Marketing |  Digital Marketing Internship |  Social Media Staff |  Marketing Operations Officer |  Chuyên viên Social Media |  Chuyên viên marketing online
Nhân viên vận hành máy Phay,Công Ty Cổ Phần Sản Xuất Nhựa Duy Tân,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,,Cơ khí / Ô tô / Tự động hóa,Nhân viên chính thức,Nhân viên,31/07/2023,Chế độ bảo hiểm | Du Lịch | Phụ cấp | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ",Nhân viên vận hành máy Phay CNC
IT Helpdesk,ShelbyGlobal Vietnam Company Limited,"Lương: 15,4 Tr - 26,4 Tr VND",Hà Nội,21-06-2023,21/07/2023,Bưu chính viễn thông | CNTT - Phần mềm | CNTT - Phần cứng / Mạng,Nhân viên chính thức,Trên 2 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	"," Giới tính:
         Nam
         "," Bằng cấp:
                Đại học
         ", Technical assistant |  Nhân viên hỗ trợ kỹ thuật |  IT Support Assistant |  IT support |  IT Operation |  System Engineer |  IT system administrator |  Information System Association |  System Administrator |  Security engineer |  network engineer |  Information System Executive |  Information System Specialist |  IT Staff |  Information Technology Engineer |  Information Technology Support |  Information Technology Helpdesk
Trưởng Phòng Tuyển Dụng Và Quan Hệ Lao Động,Công Ty Cổ Phần Đồng Tâm,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,31/07/2023,Luật / Pháp lý | Nhân sự,Nhân viên chính thức,3 - 5 Năm,Quản lý,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Xe đưa đón | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Phụ cấp thâm niên | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                        28 - 40
                 
	",," Bằng cấp:
                Đại học
         ", Trưởng phòng nhân sự |  Giám đốc nhân sự |  Head Of Human Resources |  HR Manager |  Human Resources Manager |  HR Director |  Human Resources Director |  Giám đốc nguồn nhân lực |  Admin Manager |  office manager
Logistic Controller,CÔNG TY CỔ PHẦN SACHI (LIXIBOX),Lương: 12 Tr - 16 Tr VND,Hồ Chí Minh,21-06-2023,21/07/2023,Vận chuyển / Giao nhận /  Kho vận | Xuất nhập khẩu | Thu mua / Vật tư,Nhân viên chính thức,2 - 3 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ", Joomla |  developer |  php |  Software Engineer |  VBB |  MyBB |  JavaScript |  Ajax |  Jquery
SCM Officer (Nhân viên Cung ứng),FiCO Cement Joint Stock Company Tay Ninh - Fico-YTL,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,31/07/2023,Xuất nhập khẩu | Sản xuất / Vận hành sản xuất | Thu mua / Vật tư,Nhân viên chính thức,1 - 3 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Xe đưa đón | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                        23 - 32
                 
	"," Giới tính:
         Nam
         "," Bằng cấp:
                Đại học
         ",SCM Officer Nhân viên Cung ứng |  Chuyên viên cung ứng thiết bị công trường xây dựng |  Supply chain Planning Specialist |  Suppy chain supervisor |  Quản lý cung ứng |  Quản lý chuỗi cung ứng |  Chuyên viên kế hoạch cung ứng |  Procurement Officer |  Purchasing staff |  Purchasing Executive |  Purchasing officer |  Purchasing Coordinator |  Nhân viên thu mua và cung ứng |  Nhân viên cung ứng vật tư |  Buyer |  Nhân viên thu mua |  Nhân viên thu mua vật tư thiết bị
3D Livestreamer (No face showing),HIBOX,Lương: 15 Tr - 40 Tr VND,Hồ Chí Minh,21-06-2023,21/07/2023,Tiếp thị trực tuyến | CNTT - Phần cứng / Mạng | Quảng cáo / Đối ngoại / Truyền Thông,Nhân viên chính thức,Lên đến 1Năm,Nhân viên,," Độ tuổi:
                Không giới hạn tuổi
         
	",,,
Customer Service Executive for 6E,CÔNG TY TNHH DỊCH VỤ HÀNG KHÔNG HƯƠNG GIANG,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,23/07/2023,Dịch vụ khách hàng,Nhân viên chính thức,1 - 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ",Customer Service Executive for E |  Nhân viên dịch vụ khách hàng |  Nhân viên chăm sóc khách hàng |  Customer care staff |  Customer service staff |  Nhân viên hỗ trợ khách hàng |  Customer service representative |  Customer services
Quản lý nhà hàng Hoa- Biết tiếng Quảng Đông,CÔNG TY CỔ PHẦN TAKAHIRO,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,,,,,,,,,,Restaurant Manager | Quản Lý Nhà Hàng | Hospitality and Restaurant Management
Graphic Designer,CTY TNHH Thẩm Mỹ Blossom,Lương: 10 Tr - 20 Tr VND,Hồ Chí Minh,21-06-2023,,,,,,,,,,
nhân viên kinh doanh giải pháp dịch vụ viễn thông,Công ty cổ phần AIPT Việt Nam,Lương: 8 Tr - 15 Tr VND,Hà Nội,21-06-2023,31/07/2023,Bán hàng / Kinh doanh | CNTT - Phần mềm | CNTT - Phần cứng / Mạng,Nhân viên chính thức,1 - 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Đồng phục | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ", Trưởng nhóm kinh doanh VAS |  Tư vấn công nghệ |  Kỹ sư kinh doanh |  Sales Engineer |  Saler
District Sales Management - DSM Ha Noi (Motorcycle),Vietnam Suzuki Corporation,Lương: Cạnh tranh,Hà Nội,21-06-2023,31/07/2023,Bán lẻ / Bán sỉ | Bán hàng / Kinh doanh | Cơ khí / Ô tô / Tự động hóa,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Laptop | Chế độ bảo hiểm | Du Lịch | Phụ cấp | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương | Công tác phí | Nghỉ phép năm," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Cao đẳng
         ",DISTRICT SALES MANAGEMENT - DSM MOTORCYCLE |  nhân viên kinh doanh |  Chuyên viên kinh doanh |  quản lý bán hàng |  quản lý dịch vụ vùng |  xe máy |  ô tô |  đại diện kinh doanh |  Dealer |  Sales |  motorcycle
Kế toán tổng hợp,BSI GROUP,Lương: Trên 15 Tr VND,Hồ Chí Minh,21-06-2023,31/07/2023,Kế toán / Kiểm toán,Nhân viên chính thức,Trên 3 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Đào tạo | Tăng lương | Nghỉ phép năm | CLB thể thao," Độ tuổi:
                        Trên 30
                 
	"," Giới tính:
         Nữ  "," Bằng cấp:
                Cao đẳng
         ", General Accountant
Chief Accountant (Egaming),Wynn's Sài Gòn - Khách Sạn Equatorial,Lương: Cạnh tranh,Hồ Chí Minh,21-06-2023,,,,,,,,,,
Nhân viên kỹ thuật tòa nhà,Tổng Công ty Đối Tác Chân Thật,Lương: Trên 12 Tr VND,Hồ Chí Minh,21-06-2023,31/05/2023,Lao động phổ thông | An toàn lao động | Xây dựng,Nhân viên chính thức,Trên 1 Năm,Nhân viên,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                        Trên 28
                 
	"," Giới tính:
         Nam
         "," Bằng cấp:
                Cao đẳng
         ",
Trưởng Ban Kiểm Soát,Bảo mật,Lương: 20 Tr - 30 Tr VND,Nghệ An,21-06-2023,21/07/2023,Kế toán / Kiểm toán | Tài chính / Đầu tư | Xây dựng,Nhân viên chính thức,Trên 5 Năm,Quản lý,Chế độ bảo hiểm | Du Lịch | Chế độ thưởng | Chăm sóc sức khỏe | Đào tạo | Tăng lương," Độ tuổi:
                Không giới hạn tuổi
         
	",," Bằng cấp:
                Đại học
         ",
